num_nodes,num_edges,runtime
452,1407364,117.91
582,1288818,42.79
1056,1913003,11.77
194,53562,1.08
1381,944000,34.28
1395,1679537,284.78
351,3204234,2.96
551,135203,102.28
732,3024693,342.82
1358,2790340,340.94
386,463234,51.74
1095,1729550,678.51
540,1390257,24.95
458,1172042,18.32
594,1749378,100.81
376,671793,1.95
1089,1835329,140.89
792,2863048,93.66
178,2064472,3.93
674,1381177,33.4
1483,1434294,1059.63
691,1720968,31.03
840,2742640,59.53
1410,2604146,208.18
493,3238501,78.16
905,367453,257.1
127,328530,0.82
1332,2559723,548.88
1552,2291916,150.71
851,1539807,640.81
125,2413829,0.74
1044,2836696,92.15
1367,2341328,130.1
440,2935485,10.87
377,1054003,3.62
1000,2591898,87.09
633,942440,162.97
1287,170385,447.71
512,10913,26.42
548,2027363,5.8
213,1469420,7.16
1330,853134,545.64
1250,1939608,191.57
1468,2236306,1280.77
791,3125446,168.31
1557,3001956,634.62
384,668991,11.86
859,2981811,395.92
1581,1279241,1772.2
648,281994,262.74
279,2694734,8.05
530,944000,69.39
1565,1550487,1212.0
204,2952800,1.18
928,515962,288.63
487,2704087,54.56
613,737234,93.52
1574,1478481,352.36
722,3002584,47.86
767,727860,180.29
953,2694854,439.03
100,1642465,0.26
1546,2025710,560.72
1457,2513184,939.91
588,2245495,17.67
187,2913754,0.64
675,159746,197.76
647,546132,128.64
900,786948,168.26
894,961372,198.15
427,678023,2.78
1239,1568563,488.55
1347,1328800,614.4
744,2086972,84.07
1337,2053468,80.82
921,1320508,219.64
1434,3085082,122.89
1077,1453316,110.05
379,1229051,2.02
647,2844681,194.87
1154,3196063,461.88
1094,633272,871.14
178,1317163,0.89
246,2010622,1.18
1481,2832137,129.35
537,2050285,5.41
1244,2248742,22.23
362,1652564,2.67
1322,3064975,2618.26
819,281955,126.46
442,1177247,11.88
605,3066211,8.56
1066,1270064,235.12
582,3262592,31.22
208,3058246,0.76
746,1239227,121.23
1471,1684123,3600
1401,2879303,187.44
1170,1458200,278.65
1475,820367,370.94
573,1502400,118.47
1182,22862,273.04
1537,18700,624.5
1430,1452200,2749.67
388,1591543,7.64
475,2732421,81.82
1376,2796200,393.2
107,858537,0.21
644,1899701,18.38
323,1189895,4.69
360,2345710,2.26
1565,3146787,3600
1356,757218,852.33
1495,2032126,486.87
1323,3236196,373.6
927,1277598,1352.14
518,1055354,27.03
1249,2488873,462.43
187,1985441,0.75
888,3167282,32.94
391,2967989,8.52
537,573882,6.65
885,2563132,189.93
724,2519987,199.14
1456,2106085,343.48
916,2746467,99.1
1387,492966,159.09
1083,1467814,592.67
721,256636,9.69
1145,2423122,1424.43
1250,2374222,262.19
1532,3067657,637.93
288,1494339,1.5
1548,3256907,860.02
922,3089987,337.75
829,1871992,401.81
493,28513,53.23
843,1024667,271.39
263,2857673,5.54
893,3198901,674.17
615,2572355,103.91
966,2340235,494.1
935,221555,40.16
905,734935,89.73
1188,596587,1548.41
1531,3130954,166.49
382,2539972,14.67
468,1263131,7.98
620,276774,30.12
1493,2758374,1371.52
757,476524,62.9
127,1823617,0.81
223,1878950,14.58
680,1342237,45.08
966,3094393,299.47
173,2483825,5.04
1489,477762,3344.03
966,656112,279.4
601,2466803,120.39
1381,2980428,220.48
791,425515,90.38
818,3197596,52.69
258,1396256,1.98
837,1136934,1413.85
1432,2528790,850.86
723,650121,36.08
980,190653,322.64
135,3114268,0.25
525,1685790,3.34
1002,2295221,130.08
1110,1013165,327.48
1539,1527365,320.67
293,497088,6.31
736,253095,21.07
1108,1946462,140.37
437,2596567,21.98
365,2049267,2.35
760,497639,25.83
703,2487783,50.31
1502,724236,3448.9
828,935556,715.77
167,1265862,1.25
472,2896203,167.52
1053,2661747,552.91
1544,2226521,3600
120,2591760,0.21
1089,2328473,554.2
358,1848207,4.95
293,2843353,3.19
543,1881666,14.43
791,807681,51.55
383,1907736,9.53
1388,1182327,103.83
589,353702,107.6
1470,1044076,1887.47
331,1204975,3.81
1599,125537,2683.22
1156,1166519,3600
784,14351,56.42
1239,913088,1749.75
1214,2286027,3600
881,3059776,40.73
473,3040138,184.53
1217,3153406,1299.58
878,3270412,682.1
1367,979103,1097.06
1320,1438112,178.59
1042,2145387,1046.01
948,1622968,38.88
458,446042,38.58
1596,2249378,3600
1254,260973,1293.52
1310,2340096,2651.3
206,1368226,0.61
1509,1478987,3600
1246,517483,737.29
519,1441851,186.26
192,1775098,1.47
1346,2671826,530.77
662,1571452,76.92
1144,195097,91.44
355,2724517,13.36
417,2385721,9.21
767,435456,1014.19
493,133082,39.97
1178,2109055,415.72
1531,1465037,3600
1022,1056960,165.9
1354,2786671,869.18
972,120943,341.18
1143,282430,1195.11
580,1306260,6.86
674,2140272,22.73
405,449189,1.8
230,1148824,5.73
1141,1795367,134.51
447,147359,45.53
1404,990256,255.6
757,3080216,164.85
1119,1152362,191.0
261,915685,24.16
369,2382348,16.35
1249,484975,199.22
678,890590,521.73
1475,721982,2011.18
973,618775,102.22
213,130230,1.83
437,2849600,6.0
1154,280987,1387.29
1258,1195987,1646.66
557,1836609,19.1
896,859643,98.43
1541,1574410,2842.65
832,2175857,574.49
467,1737960,33.97
1549,2997321,2564.41
413,403025,7.95
926,598289,414.82
1588,2269203,805.83
272,1547317,4.0
446,1717393,22.99
406,1699902,3.52
731,2760198,1387.06
449,1259862,7.65
1449,876242,1780.04
1098,2329806,95.33
296,603403,37.67
691,2045450,128.68
1250,1754541,204.27
142,1256576,2.98
513,2861832,25.85
749,1900505,301.41
1405,1604862,494.57
605,2503930,65.9
223,1525667,1.59
1331,188007,1151.19
485,2493908,47.22
543,3272692,33.43
458,2748946,3.95
983,1230730,280.37
445,296291,62.44
104,698165,0.46
1244,1720260,375.21
1205,837512,1675.89
1002,2475659,117.92
210,2071703,0.54
521,235178,41.54
968,93587,206.54
778,1872630,145.18
940,3109521,59.91
470,2591930,32.47
941,367825,41.71
215,3144350,1.89
373,1316275,11.98
321,1267387,3.85
732,959531,120.42
1309,2382096,2694.72
549,2355884,59.75
1486,3162093,322.68
468,645220,6.27
1042,2385075,653.27
508,1404626,4.39
1051,507423,579.44
455,3218853,41.38
1336,2090560,135.86
1371,842406,1077.86
1132,327339,742.52
103,1958289,0.39
995,232132,136.69
1143,2152107,192.8
337,3086552,3.63
1544,1441245,1091.48
1435,1561109,1846.58
565,1708164,94.84
1494,594017,3600
1358,1260529,1843.6
480,2353176,5.5
953,1335200,251.13
442,845967,10.62
1250,89167,132.45
1210,2407840,803.72
870,1131224,428.4
995,2257226,216.05
446,853991,27.9
1027,2119301,451.6
758,520161,48.42
1472,2780658,3600
847,2391151,262.53
788,1628905,10.75
730,2642929,312.97
613,1766851,116.87
417,1209079,6.72
464,1251502,5.17
760,2381368,109.05
778,3058679,2260.38
1007,2229482,270.71
1107,2041003,1230.95
805,1245729,122.65
699,232025,219.03
165,317012,0.58
246,2170850,1.12
1207,1067225,646.88
854,3271412,122.91
939,1883356,647.77
921,1156565,879.03
170,1617287,7.69
409,1761684,41.64
694,2639234,7.32
963,2561573,202.0
1138,1453890,411.47
1411,714384,737.62
974,1576562,148.42
705,2606225,49.3
330,884153,2.25
1220,1339386,305.8
1180,153853,362.9
1205,2670234,581.59
219,302664,1.67
496,2409559,12.19
771,928879,15.31
620,1093985,34.62
847,2536753,111.03
627,618473,12.18
222,1360505,0.95
577,2504124,17.68
778,2258577,161.41
1271,1757467,868.77
246,1877967,1.41
1282,2194228,738.71
1169,862792,1155.09
1113,1464992,1241.35
506,2543464,19.04
821,830859,10.17
386,3190399,3.21
296,1819883,2.15
1090,1220766,97.64
266,1927371,6.98
402,2967508,15.66
1517,1292485,958.14
119,26564,0.39
589,1110983,13.12
1557,1145828,682.26
1366,1110258,262.46
497,1500883,7.05
846,474652,416.24
954,1090411,151.64
732,2306248,306.64
1411,1418325,490.71
933,3184875,206.81
440,2264731,63.28
342,517468,33.98
345,592534,8.12
917,2465762,206.81
835,745846,678.55
1305,2969875,199.83
105,1348037,2.81
964,3231240,3600
385,78968,13.99
795,858839,34.73
729,1910139,83.59
630,1991492,171.63
950,1199454,224.07
219,2272702,3.64
867,3009347,173.07
1297,2725751,1575.98
1388,1263237,695.62
912,2062554,112.93
1416,1052507,3600
643,970465,254.26
111,2149977,0.6
869,248728,232.48
711,2150823,18.38
639,2023053,221.82
1503,1292900,482.35
1141,2857380,63.32
902,2399651,212.87
1306,1696642,172.65
177,1837728,1.15
1453,2828473,1555.75
776,670269,273.66
199,1863059,1.08
560,1888041,4.47
852,2526936,521.55
1213,1339793,1044.0
1466,2338893,430.86
403,1246051,10.85
1450,826488,2587.62
303,1259880,4.2
1028,235013,421.44
1313,1922488,134.3
983,2125610,9.42
1541,343140,1987.8
409,2043604,54.5
829,2949327,69.53
486,2251683,68.16
1345,3043705,587.26
511,2143973,25.43
332,925750,2.73
827,3006000,303.22
1332,1632187,196.81
788,436400,132.0
748,2264309,56.45
246,2776696,17.12
214,889493,13.41
1218,2061807,154.77
440,2268585,23.17
1126,2467212,1123.71
494,600521,69.5
365,2975856,14.06
1217,713501,357.35
1063,3245600,170.0
1337,1683196,2623.11
913,1781287,379.37
1158,961641,438.13
630,3004119,9.49
984,2191850,267.37
533,2532846,39.46
555,2999573,4.73
493,2363432,12.31
185,3189603,18.69
1478,1871009,681.3
1293,2090834,1812.36
1313,514705,188.28
1213,1134975,635.82
633,91411,8.41
587,977985,299.75
399,1363445,75.98
1003,1734299,23.66
812,2541649,795.69
966,1551160,80.63
323,3120937,3.5
638,804855,64.22
1311,689912,3600
1506,2263537,1350.83
1281,888043,229.12
1110,3055489,1689.66
1238,2249489,813.44
128,2522003,1.41
1418,1112861,3600
892,2343059,158.86
439,1975503,6.62
223,3231909,1.1
606,1198325,145.89
457,738693,66.3
475,433518,12.57
1465,2165056,156.38
1084,487059,18.37
490,2492228,21.29
1005,2576525,140.05
1111,416228,214.01
1319,2664285,2232.25
1463,171871,1134.03
421,323053,2.57
1538,2730750,1777.85
798,618790,32.3
1006,1106683,119.89
1330,2308568,94.75
903,1817656,1216.37
1130,434841,303.28
649,2291907,208.72
752,504099,101.74
487,1452336,69.47
1070,1496378,363.21
1355,2113038,3600
1057,44596,304.93
1207,2509454,282.03
382,3213771,4.34
172,564516,0.93
813,2705225,55.17
1152,512684,213.52
621,181100,41.56
292,527815,2.78
517,2795525,410.42
838,1333216,365.05
759,1714053,64.55
924,2331733,265.62
650,564455,300.09
1028,178419,414.47
866,1714062,471.4
1134,2343375,821.81
103,2503801,0.63
786,746106,242.7
562,3006276,128.96
157,2258041,1.06
374,1442965,2.93
888,2340460,13.14
1054,105106,85.06
972,1681450,81.16
1203,762212,225.07
731,1611415,45.63
877,2001781,436.14
1339,216078,182.38
635,1335465,146.72
1182,1200906,578.67
1450,578626,2466.88
1513,2921226,123.94
1069,933400,141.21
1459,2159757,3141.38
503,2675259,14.88
1466,1553349,568.33
297,459549,2.36
642,206332,76.65
1470,1488179,434.88
195,385561,8.47
741,341441,106.23
842,2471926,92.27
416,1668645,37.57
1178,1364945,1329.28
686,3031517,54.57
553,949528,6.57
794,2704492,245.78
181,1821741,1.01
1398,2052091,908.65
266,209770,3.2
646,2158176,55.9
1007,2121060,20.91
1012,1173694,15.29
1060,2223055,640.46
1027,2830162,584.63
508,848737,21.0
535,2545262,74.33
304,3165288,3.99
425,2393166,4.6
1347,3161660,836.23
407,1006516,12.48
136,1188425,0.52
371,1882333,1.92
1046,1899907,757.92
672,1127678,6.65
315,35646,3.17
1176,2774850,417.04
1250,1149700,551.96
1433,676550,2090.87
415,322431,31.58
1226,694443,2843.67
501,1776884,167.26
1476,1907021,3600
127,148025,2.49
1413,1951529,3600
1146,455887,573.56
995,2927168,1937.9
409,319701,61.42
119,2399318,0.52
1564,1347843,1726.57
267,1143992,6.81
287,808609,1.37
774,2543239,71.72
602,796564,17.11
1261,2857845,411.75
217,2322132,12.67
1249,731387,973.57
1141,593451,1745.75
727,17860,34.44
981,1504714,50.03
270,448452,9.12
638,127861,99.19
1098,3102638,703.92
1167,1182714,343.19
459,624795,27.49
1253,2757321,350.27
538,1318873,119.16
310,3104651,2.36
1490,2152746,539.98
1327,1582568,1689.85
1212,2389376,431.32
1143,3112605,555.25
1548,2182391,2763.01
730,2137593,269.46
677,866342,66.71
1477,121088,3390.64
1554,1384915,197.72
962,2129756,3600
1349,586694,482.79
678,441846,57.34
1598,1565254,3600
1362,1852425,1971.96
1060,620025,299.89
1255,1920981,1058.48
1182,16665,903.94
337,751903,12.42
300,1466996,4.14
189,128285,1.33
939,1720753,181.89
1188,2693148,75.33
572,2535709,105.41
983,882960,1632.82
861,2255442,420.12
112,1379395,0.21
1407,2386442,3600
1188,156914,221.23
1396,1183121,241.74
268,840488,20.74
1401,3174946,3600
1202,2477832,1158.21
706,2018885,47.13
1108,104257,90.54
743,2403851,66.17
508,200114,31.57
707,1095803,38.39
168,957562,1.05
1481,1936167,3600
632,961195,15.58
1329,2754106,1221.87
1396,1462783,289.23
677,2263705,17.21
550,2077591,13.3
1274,2139480,1077.52
1177,1139858,277.07
999,1708492,160.86
188,371283,0.64
322,869324,11.64
352,2214094,3.56
1275,535102,938.02
1545,258944,2954.22
982,1201328,11.36
434,1910353,44.59
455,2751967,4.77
1320,1579159,20.15
234,1650218,18.01
702,178750,279.04
1099,477337,381.56
698,371931,23.09
1460,1403206,995.01
1360,1636340,606.09
653,577300,111.4
1363,828393,1495.35
1068,392989,126.84
189,2687328,1.09
587,836267,33.12
1439,2602032,575.67
322,3221279,7.6
469,1706198,37.69
1452,907584,733.21
758,1236182,264.81
607,2705469,121.01
872,2592228,232.28
1173,1182173,985.37
757,984464,104.91
916,3252574,282.02
232,2679682,2.69
224,3201454,1.36
1584,1674614,250.92
1334,294792,728.46
581,2857263,101.23
794,518790,335.85
127,1879728,0.61
1091,1711783,591.1
127,2616578,0.29
677,570910,118.33
597,1660981,102.09
1248,3260660,3600
609,2555124,121.55
1342,496753,1444.34
739,1272412,95.97
1129,801550,1050.03
861,2460428,880.69
1279,1459753,530.27
1006,2047693,600.36
1576,1894034,3393.61
460,1517767,21.44
1529,2164974,3600
1197,1890744,87.37
1146,1727099,565.34
389,1828826,11.79
566,602658,28.32
245,2085237,29.93
1075,2523033,656.49
640,2087066,85.67
285,339625,1.37
627,2422900,31.57
549,2241737,8.01
1590,404118,1096.58
1008,582853,92.63
1089,1405865,455.53
394,2373756,6.83
517,2560131,13.84
483,3115778,6.0
273,707540,1.78
973,1297576,101.73
356,771159,5.57
1223,2604550,1014.29
766,2344681,235.65
691,2745928,54.83
1116,404661,449.23
1471,2502910,3600
253,1384640,34.11
457,2379210,24.99
1252,1057573,144.44
108,2503197,0.39
1318,119450,1489.95
1066,3144550,176.03
350,1383040,1.88
797,3030235,681.91
1193,1584422,665.91
604,1669159,20.7
125,1102733,0.51
976,1646057,208.5
1232,1563110,282.08
1319,3086255,612.49
762,879985,153.37
999,2913699,234.76
1470,707639,834.78
288,3020608,11.02
617,2379691,45.86
1526,291583,167.95
1411,290643,3600
589,3268485,143.64
1533,629737,379.67
943,2103682,235.49
1146,2941406,993.58
1148,2961610,1567.48
749,2430961,1247.14
558,1937167,315.45
657,1911182,403.46
657,1259773,25.74
741,1561769,26.53
1214,640810,662.58
1043,1760800,280.37
1568,1533925,3228.84
1487,1080500,2372.01
185,2362384,2.74
1108,2613671,28.19
172,3134456,1.16
358,2022137,1.7
655,908921,105.63
244,1379845,12.9
1544,2504937,1649.87
172,847032,19.37
135,1869490,0.6
779,2032465,595.0
1135,182906,331.84
386,2326293,14.3
1165,3101028,714.15
1090,139384,2605.69
325,1923397,1.8
443,871307,131.18
812,412112,99.28
1099,1793271,114.31
965,672846,196.05
1215,3120767,431.12
657,2869435,20.02
1348,1249759,418.36
1478,1337219,1648.2
854,1965655,77.41
965,2661814,76.79
1212,1483372,155.96
572,749866,46.35
125,2705970,1.22
499,2381295,16.92
722,553887,15.63
102,3133874,0.4
992,2863041,50.24
649,1360697,128.3
768,2446113,46.19
1201,2425240,629.23
1074,528090,1124.87
1166,1125311,151.79
694,2801658,91.06
1002,2339297,779.52
721,2015326,136.03
1005,1849450,631.73
1031,2243329,361.84
663,665867,84.16
807,2580091,150.12
431,2118225,39.58
1595,685703,92.32
266,1475000,39.9
1307,3216800,670.6
1509,408587,3600
1106,2161275,914.58
1534,119246,1223.06
1547,948953,509.97
1261,1580184,778.95
615,2010840,14.74
1534,2558507,641.4
399,178953,29.65
1377,1023184,2827.79
1475,929485,991.13
222,2270467,1.08
1358,2660845,514.81
765,3269120,71.31
644,470013,92.97
557,582904,83.92
677,547268,46.85
682,876962,85.72
611,2282405,97.02
1419,1942071,378.84
833,1245146,57.53
1453,720783,818.17
729,2709233,308.89
670,2785360,42.57
642,2133760,105.73
751,1433067,375.9
775,2392419,196.87
760,1858978,186.62
477,1331534,37.39
472,1677639,76.56
1324,204534,866.92
1244,1162731,1353.53
1491,1493913,2499.47
1308,1471280,266.64
1470,3212938,1591.47
1293,3220671,46.24
766,2096980,11.66
1007,1060089,308.37
1576,866213,162.63
950,57182,81.83
350,2932576,19.5
1282,3199213,1229.01
1043,89467,50.05
960,346042,138.75
414,2169373,18.92
785,1810668,162.94
1513,968822,849.24
656,1649055,240.1
690,2738414,181.48
1248,1935587,498.31
1004,1097125,1584.4
1003,237218,272.5
640,1635609,53.61
301,1013331,11.13
301,1414778,13.02
862,1601475,226.4
859,604717,427.15
749,2379551,71.39
1052,1228828,127.96
802,2976882,344.97
176,3156178,0.82
1249,2061337,269.55
